OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod,OrderStatus,City,Country,SellerID
ORD0026212,2024-01-13,CUST048427,Priya Singh,P00038,External HDD 2TB,Toys & Games,ReadMore,1,401.4,0.0,474.69,Amazon Pay,Delivered,Washington,United States,SELL01077
ORD0019688,2020-09-20,CUST011985,Vihaan Reddy,P00040,Microphone,Home & Kitchen,KiddoFun,3,212.43,0.0,720.77,Net Banking,Delivered,Phoenix,United States,SELL00047
ORD0000162,2024-10-28,CUST012422,Kabir Kapoor,P00018,Vacuum Cleaner,Electronics,NexPro,5,216.33,0.2,875.05,Credit Card,Delivered,San Antonio,United States,SELL01169
ORD0044372,2023-01-01,CUST030452,Kabir Joshi,P00031,Kids Toy Car,Books,Zenith,5,538.98,0.2,2269.39,Credit Card,Delivered,San Jose,United States,SELL00980
ORD0041316,2022-08-05,CUST006542,Ritika Gupta,P00030,Dress Shirt,Books,Apex,1,536.49,0.05,519.38,Credit Card,Delivered,San Jose,United States,SELL01469
ORD0077026,2024-02-14,CUST021564,Neha Joshi,P00032,Board Game,Toys & Games,UrbanStyle,3,352.9,0.1,1078.38,Credit Card,Shipped,San Antonio,United States,SELL00915
ORD0003358,2023-06-06,CUST017729,Vivaan Gupta,P00008,4K Monitor,Books,NexPro,4,492.15,0.0,2205.45,Credit Card,Delivered,Indianapolis,United States,SELL00364
ORD0075004,2024-03-04,CUST041621,Pooja Kapoor,P00025,Running Shoes,Home & Kitchen,NexPro,4,316.22,0.1,1243.76,Amazon Pay,Shipped,Chicago,India,SELL00126
ORD0043674,2022-02-14,CUST016064,Arjun Mehta,P00039,Graphic Tablet,Books,Apex,5,53.42,0.1,257.99,Amazon Pay,Delivered,San Jose,United States,SELL00090
ORD0031266,2023-03-06,CUST042155,Simran Singh,P00037,Router,Toys & Games,CoreTech,1,542.67,0.0,619.15,Credit Card,Delivered,Phoenix,United States,SELL00852
ORD0065439,2024-05-01,CUST046216,Sunita Singh,P00021,Backpack,Toys & Games,CoreTech,2,280.72,0.1,534.21,Debit Card,Shipped,Fort Worth,United States,SELL01087
ORD0077951,2022-02-18,CUST017785,Sunita Kapoor,P00029,T-Shirt,Sports & Outdoors,KiddoFun,4,329.83,0.1,1342.25,Amazon Pay,Delivered,Phoenix,United States,SELL01219
ORD0041220,2022-12-06,CUST038642,Arjun Reddy,P00044,Power Bank 20000mAh,Home & Kitchen,NexPro,4,86.54,0.0,381.52,Cash on Delivery,Cancelled,Houston,United States,SELL00156
ORD0002442,2020-11-29,CUST047473,Anjali Verma,P00020,Office Chair,Toys & Games,ReadMore,3,126.84,0.1,392.26,Credit Card,Delivered,Dallas,United States,SELL01781
ORD0041650,2023-10-29,CUST027220,Aarav Verma,P00028,Jeans,Electronics,BrightLux,1,10.92,0.25,11.63,Amazon Pay,Delivered,Houston,United States,SELL00943
ORD0072686,2021-06-07,CUST014996,Karan Mehta,P00005,Laptop Sleeve,Clothing,UrbanStyle,4,583.94,0.05,2411.16,Cash on Delivery,Delivered,Denver,United States,SELL01542
ORD0054207,2022-08-20,CUST018945,Anjali Reddy,P00049,Children's Book,Home & Kitchen,BrightLux,3,578.78,0.0,1824.67,Credit Card,Delivered,Los Angeles,United States,SELL01697
ORD0016223,2021-10-25,CUST030551,Sunita Singh,P00023,Cookware Set,Home & Kitchen,UrbanStyle,2,315.62,0.1,614.08,UPI,Delivered,Washington,United Kingdom,SELL00129
ORD0042135,2023-07-21,CUST036042,Sunita Sharma,P00011,Fitness Band,Sports & Outdoors,Apex,3,590.2,0.05,1822.9,Debit Card,Delivered,Philadelphia,United States,SELL01779
ORD0080513,2021-12-11,CUST039874,Anjali Reddy,P00006,Gaming Mouse,Electronics,FitLife,1,57.68,0.15,61.37,Net Banking,Delivered,San Diego,United States,SELL00360
ORD0055307,2022-04-14,CUST046260,Karan Mehta,P00035,Desk Plant,Electronics,NexPro,3,405.92,0.2,1163.85,Amazon Pay,Delivered,Indianapolis,United States,SELL01311
ORD0050793,2023-02-05,CUST048909,Sunita Kapoor,P00047,Memory Card 128GB,Sports & Outdoors,FitLife,5,469.98,0.05,2416.09,Credit Card,Delivered,Fort Worth,United States,SELL01714
ORD0082474,2022-09-20,CUST027047,Ritika Joshi,P00050,Novel Bestseller,Books,HomeEase,2,106.0,0.0,217.23,Net Banking,Delivered,Phoenix,United States,SELL01776
ORD0024414,2022-05-08,CUST013966,Kabir Sharma,P00048,Wireless Charger,Clothing,Apex,3,27.84,0.15,77.15,Credit Card,Pending,Fort Worth,United States,SELL01000
ORD0011942,2022-09-05,CUST019476,Rohit Singh,P00049,Children's Book,Clothing,KiddoFun,1,319.51,0.1,306.91,Net Banking,Delivered,Columbus,United States,SELL01322
ORD0029977,2020-05-16,CUST044266,Karan Joshi,P00029,T-Shirt,Clothing,HomeEase,1,142.52,0.2,139.52,Credit Card,Delivered,New York,United Kingdom,SELL00494
ORD0014488,2024-11-04,CUST023043,Sunita Reddy,P00045,Phone Tripod,Sports & Outdoors,BrightLux,1,10.42,0.2,16.07,Credit Card,Delivered,New York,United States,SELL00931
ORD0090455,2022-11-11,CUST037595,Pooja Reddy,P00024,Yoga Mat,Electronics,Zenith,4,94.09,0.05,434.64,Credit Card,Delivered,Austin,United States,SELL00661
ORD0090087,2023-11-25,CUST039392,Pooja Patel,P00031,Kids Toy Car,Clothing,HomeEase,5,64.67,0.0,328.1,Cash on Delivery,Delivered,Jacksonville,United States,SELL01030
ORD0047478,2021-01-31,CUST042737,Sahil Kapoor,P00028,Jeans,Toys & Games,CoreTech,1,121.75,0.1,123.79,Debit Card,Delivered,Austin,India,SELL00763
ORD0022231,2023-10-31,CUST021811,Neha Gupta,P00019,LED Desk Lamp,Toys & Games,BrightLux,1,365.93,0.0,409.97,Debit Card,Delivered,Fort Worth,United Kingdom,SELL01548
ORD0028138,2020-10-27,CUST004900,Vihaan Singh,P00031,Kids Toy Car,Toys & Games,Zenith,5,82.35,0.25,322.61,Credit Card,Shipped,Columbus,India,SELL00680
ORD0028442,2022-03-16,CUST014288,Sahil Mehta,P00017,Electric Kettle,Clothing,Zenith,3,213.28,0.0,703.14,Credit Card,Delivered,Los Angeles,United States,SELL00974
ORD0067409,2023-02-21,CUST002778,Ritika Patel,P00021,Backpack,Sports & Outdoors,KiddoFun,3,526.25,0.05,1583.32,UPI,Delivered,Los Angeles,United States,SELL01143
ORD0090509,2021-08-31,CUST037351,Neha Kapoor,P00011,Fitness Band,Books,Apex,4,321.55,0.15,1233.76,Amazon Pay,Delivered,Jacksonville,United States,SELL01934
ORD0016817,2023-10-29,CUST001475,Arjun Sharma,P00032,Board Game,Sports & Outdoors,KiddoFun,2,242.97,0.1,485.08,Amazon Pay,Delivered,Philadelphia,United States,SELL00262
ORD0026744,2021-12-05,CUST049910,Vivaan Singh,P00044,Power Bank 20000mAh,Home & Kitchen,NexPro,2,89.4,0.0,202.89,Cash on Delivery,Shipped,Denver,United States,SELL00035
ORD0086045,2022-01-29,CUST014352,Aditya Mehta,P00043,HDMI Cable 2m,Electronics,BrightLux,4,543.88,0.0,2440.16,Cash on Delivery,Delivered,San Jose,United States,SELL00082
ORD0036842,2024-11-13,CUST038544,Vikas Sharma,P00023,Cookware Set,Home & Kitchen,KiddoFun,5,245.96,0.0,1329.7,Credit Card,Returned,Charlotte,United States,SELL00305
ORD0063615,2022-08-20,CUST030158,Sunita Verma,P00014,Drone Mini,Electronics,KiddoFun,3,25.17,0.0,83.82,Debit Card,Delivered,San Francisco,United States,SELL01583
ORD0029759,2024-04-03,CUST005905,Vihaan Sharma,P00047,Memory Card 128GB,Sports & Outdoors,FitLife,4,188.1,0.05,773.91,UPI,Returned,San Diego,United States,SELL00620
ORD0048272,2020-11-29,CUST035624,Karan Singh,P00038,External HDD 2TB,Electronics,ReadMore,4,375.91,0.3,1247.43,Debit Card,Delivered,Philadelphia,United States,SELL01654
ORD0033256,2020-12-30,CUST046255,Sahil Verma,P00049,Children's Book,Electronics,FitLife,1,136.76,0.05,136.34,Amazon Pay,Delivered,Jacksonville,United States,SELL00745
ORD0052070,2021-10-20,CUST017865,Neha Singh,P00045,Phone Tripod,Clothing,NexPro,1,541.54,0.0,593.25,Debit Card,Delivered,Indianapolis,Canada,SELL01051
ORD0067955,2024-09-30,CUST037988,Arjun Verma,P00035,Desk Plant,Home & Kitchen,KiddoFun,5,211.84,0.05,1070.65,Credit Card,Shipped,Los Angeles,United States,SELL00283
ORD0090756,2022-01-09,CUST010810,Rohit Mehta,P00039,Graphic Tablet,Clothing,ReadMore,2,16.39,0.0,39.61,Amazon Pay,Shipped,San Antonio,United States,SELL00849
ORD0002392,2020-01-24,CUST044499,Aarav Kapoor,P00023,Cookware Set,Clothing,BrightLux,4,374.82,0.1,1457.64,Net Banking,Delivered,Philadelphia,United States,SELL00890
ORD0093667,2021-01-24,CUST044172,Vivaan Joshi,P00009,Portable SSD 1TB,Toys & Games,BrightLux,3,376.18,0.25,949.82,Debit Card,Shipped,Chicago,United States,SELL00923
ORD0080057,2020-05-10,CUST015262,Rohit Kumar,P00034,Desk Organizer,Toys & Games,CoreTech,4,184.12,0.2,598.31,Debit Card,Shipped,Philadelphia,United States,SELL00265
ORD0090441,2023-12-02,CUST020415,Aarav Singh,P00005,Laptop Sleeve,Home & Kitchen,KiddoFun,4,319.43,0.0,1386.21,UPI,Delivered,New York,India,SELL00439
ORD0000967,2020-01-01,CUST044968,Vikas Reddy,P00038,External HDD 2TB,Toys & Games,HomeEase,1,516.11,0.0,547.31,Amazon Pay,Delivered,Indianapolis,United States,SELL01770
ORD0072130,2021-03-23,CUST042500,Kabir Mehta,P00007,Mechanical Keyboard,Sports & Outdoors,UrbanStyle,2,103.53,0.2,187.99,Net Banking,Shipped,Denver,India,SELL01766
ORD0080487,2022-11-20,CUST006025,Sahil Singh,P00018,Vacuum Cleaner,Electronics,FitLife,5,430.44,0.05,2210.23,Debit Card,Delivered,Charlotte,India,SELL01440
ORD0061146,2023-11-20,CUST014413,Vihaan Verma,P00049,Children's Book,Electronics,ReadMore,4,118.87,0.1,487.24,Credit Card,Delivered,Phoenix,India,SELL00093
ORD0054316,2022-01-11,CUST017047,Priya Reddy,P00024,Yoga Mat,Electronics,FitLife,5,54.12,0.0,296.68,UPI,Delivered,Chicago,India,SELL01841
ORD0066850,2022-10-04,CUST024412,Ritika Kumar,P00014,Drone Mini,Home & Kitchen,FitLife,4,174.57,0.0,737.13,Debit Card,Delivered,Jacksonville,United States,SELL00290
ORD0054373,2024-08-28,CUST013355,Aditya Reddy,P00038,External HDD 2TB,Books,Apex,3,362.64,0.0,1145.56,UPI,Pending,San Diego,United States,SELL01048
ORD0011669,2024-01-02,CUST045178,Aman Patel,P00042,Projector Mini,Home & Kitchen,UrbanStyle,2,53.1,0.05,115.15,Debit Card,Shipped,Denver,United States,SELL01334
ORD0008267,2021-01-17,CUST048290,Sneha Kapoor,P00005,Laptop Sleeve,Clothing,HomeEase,3,501.19,0.0,1629.17,Credit Card,Delivered,Philadelphia,United States,SELL01412
ORD0034567,2021-02-15,CUST048363,Simran Joshi,P00031,Kids Toy Car,Sports & Outdoors,NexPro,1,400.97,0.1,388.12,Credit Card,Delivered,San Diego,United States,SELL00666
ORD0006072,2021-05-15,CUST023528,Ritika Joshi,P00001,Wireless Earbuds,Home & Kitchen,ReadMore,1,136.76,0.0,151.71,UPI,Delivered,Seattle,United States,SELL01564
ORD0074740,2022-06-08,CUST028641,Vihaan Gupta,P00035,Desk Plant,Toys & Games,FitLife,5,289.71,0.1,1412.32,Amazon Pay,Delivered,San Francisco,United States,SELL00015
ORD0066289,2023-01-20,CUST020097,Ritika Patel,P00020,Office Chair,Toys & Games,CoreTech,4,263.64,0.05,1054.67,Debit Card,Delivered,New York,India,SELL01970
ORD0030709,2021-07-08,CUST031629,Priya Kapoor,P00016,Air Fryer,Books,KiddoFun,4,127.01,0.2,433.14,Credit Card,Cancelled,Philadelphia,United States,SELL00782
ORD0011966,2021-01-05,CUST019770,Rohit Gupta,P00008,4K Monitor,Books,HomeEase,2,329.3,0.05,666.89,Debit Card,Delivered,San Jose,United States,SELL01565
ORD0014005,2022-04-15,CUST015085,Aman Mehta,P00050,Novel Bestseller,Books,Zenith,5,273.44,0.2,1229.57,Credit Card,Delivered,Washington,United States,SELL00451
ORD0071068,2020-10-19,CUST000939,Mohit Sharma,P00048,Wireless Charger,Electronics,KiddoFun,5,452.7,0.05,2337.04,Credit Card,Delivered,New York,India,SELL00637
ORD0036074,2020-06-25,CUST021716,Vikas Reddy,P00004,USB-C Charger,Home & Kitchen,HomeEase,4,114.06,0.0,525.15,UPI,Shipped,Los Angeles,United States,SELL01263
ORD0048551,2022-10-29,CUST038426,Ritika Sharma,P00023,Cookware Set,Books,UrbanStyle,5,287.23,0.1,1365.0,Credit Card,Pending,Houston,United States,SELL00243
ORD0064781,2024-05-02,CUST037699,Aditya Kapoor,P00030,Dress Shirt,Toys & Games,CoreTech,3,106.94,0.1,314.91,UPI,Shipped,Columbus,United States,SELL01692
ORD0069449,2021-12-18,CUST003672,Mohit Sharma,P00003,Smartphone Case,Toys & Games,ReadMore,3,353.99,0.05,1098.95,Credit Card,Shipped,Dallas,United States,SELL01697
ORD0057049,2023-07-06,CUST043806,Simran Kapoor,P00035,Desk Plant,Sports & Outdoors,Apex,1,514.4,0.0,607.19,Cash on Delivery,Pending,Philadelphia,India,SELL00588
ORD0032343,2022-03-16,CUST032872,Sunita Kumar,P00018,Vacuum Cleaner,Home & Kitchen,UrbanStyle,5,160.97,0.05,813.1,Net Banking,Delivered,Columbus,United States,SELL01058
ORD0014371,2024-04-25,CUST029593,Pooja Verma,P00032,Board Game,Books,Apex,4,80.27,0.0,340.66,Amazon Pay,Shipped,Jacksonville,United States,SELL00244
ORD0060742,2020-05-17,CUST004578,Pooja Singh,P00040,Microphone,Books,BrightLux,4,390.81,0.05,1560.8,Credit Card,Delivered,San Francisco,India,SELL00425
ORD0091833,2024-01-08,CUST016745,Aman Gupta,P00016,Air Fryer,Toys & Games,ReadMore,4,39.14,0.15,146.84,Net Banking,Delivered,San Diego,United States,SELL01731
ORD0084538,2021-07-22,CUST022264,Anjali Verma,P00015,Instant Pot,Books,Apex,2,203.36,0.15,388.45,Amazon Pay,Delivered,Los Angeles,India,SELL01730
ORD0038199,2024-10-09,CUST011871,Rohit Kapoor,P00041,Webcam Full HD,Books,NexPro,1,451.44,0.2,404.76,Credit Card,Delivered,Los Angeles,United States,SELL01779
ORD0096794,2022-11-19,CUST010353,Sahil Gupta,P00050,Novel Bestseller,Home & Kitchen,HomeEase,2,446.15,0.0,976.38,Debit Card,Cancelled,Jacksonville,United States,SELL00970
ORD0094558,2024-12-27,CUST019058,Anjali Patel,P00022,Water Bottle,Sports & Outdoors,ReadMore,2,151.11,0.1,298.68,Debit Card,Delivered,Dallas,United States,SELL01250
ORD0003307,2022-10-18,CUST030287,Aman Gupta,P00042,Projector Mini,Books,CoreTech,1,107.72,0.0,127.78,Credit Card,Delivered,San Jose,United States,SELL00218
ORD0078287,2024-09-28,CUST033983,Anjali Mehta,P00013,Action Camera,Sports & Outdoors,ReadMore,2,68.81,0.0,161.61,UPI,Delivered,Seattle,United States,SELL00887
ORD0085878,2024-05-12,CUST049968,Mohit Mehta,P00005,Laptop Sleeve,Toys & Games,KiddoFun,5,239.01,0.05,1198.56,Credit Card,Delivered,Columbus,United States,SELL00381
ORD0092317,2023-08-16,CUST003518,Aman Reddy,P00003,Smartphone Case,Toys & Games,Zenith,1,551.34,0.05,537.11,Debit Card,Delivered,Columbus,United States,SELL01604
ORD0082421,2022-01-04,CUST005160,Pooja Singh,P00009,Portable SSD 1TB,Home & Kitchen,KiddoFun,3,243.0,0.1,719.89,UPI,Delivered,Fort Worth,Australia,SELL01463
ORD0023336,2024-05-19,CUST044748,Simran Joshi,P00009,Portable SSD 1TB,Toys & Games,UrbanStyle,4,161.27,0.1,614.4,Credit Card,Delivered,Los Angeles,United States,SELL01321
ORD0066722,2020-09-11,CUST046989,Aarav Mehta,P00016,Air Fryer,Sports & Outdoors,BrightLux,2,378.45,0.0,758.52,Amazon Pay,Delivered,New York,India,SELL01316
ORD0088979,2024-08-12,CUST027050,Arjun Reddy,P00021,Backpack,Clothing,Zenith,5,23.21,0.15,115.47,UPI,Delivered,Philadelphia,United States,SELL00306
ORD0069955,2020-10-21,CUST039257,Vihaan Patel,P00017,Electric Kettle,Clothing,CoreTech,1,593.51,0.0,647.05,Net Banking,Delivered,Washington,United States,SELL00782
ORD0025088,2024-01-12,CUST044800,Karan Joshi,P00049,Children's Book,Electronics,FitLife,4,528.18,0.2,1830.61,Credit Card,Delivered,Houston,United States,SELL00222
ORD0058869,2021-12-06,CUST012971,Anjali Singh,P00012,Noise Cancelling Headphones,Clothing,ReadMore,4,507.99,0.05,1934.51,Debit Card,Delivered,Indianapolis,India,SELL00820
ORD0020365,2020-11-19,CUST041614,Vivaan Kapoor,P00018,Vacuum Cleaner,Books,Zenith,1,331.94,0.05,334.59,Credit Card,Shipped,Washington,United States,SELL00194
ORD0002969,2020-02-11,CUST003143,Aman Gupta,P00041,Webcam Full HD,Books,Apex,1,84.93,0.05,87.16,Credit Card,Delivered,San Jose,United States,SELL00838
ORD0049329,2022-12-29,CUST010000,Vivaan Mehta,P00041,Webcam Full HD,Clothing,NexPro,5,557.93,0.05,2862.31,Credit Card,Delivered,Chicago,India,SELL01101
ORD0081136,2022-06-29,CUST019212,Pooja Singh,P00037,Router,Home & Kitchen,Apex,5,115.35,0.0,688.88,Credit Card,Delivered,Philadelphia,United States,SELL00353
ORD0078636,2023-03-18,CUST007410,Mohit Mehta,P00042,Projector Mini,Home & Kitchen,UrbanStyle,3,428.49,0.0,1288.49,Credit Card,Delivered,San Jose,United States,SELL01912
ORD0033447,2023-03-21,CUST038207,Aditya Kapoor,P00030,Dress Shirt,Books,NexPro,2,552.53,0.0,1238.17,Debit Card,Delivered,Fort Worth,United States,SELL01311
ORD0039208,2021-01-29,CUST003855,Vihaan Mehta,P00041,Webcam Full HD,Electronics,NexPro,3,47.46,0.0,156.09,Credit Card,Delivered,Columbus,United States,SELL01246
ORD0073149,2022-09-30,CUST027146,Pooja Singh,P00047,Memory Card 128GB,Books,NexPro,2,260.08,0.0,572.4,Debit Card,Delivered,Dallas,United States,SELL00532
ORD0008385,2020-09-21,CUST008361,Anjali Kumar,P00016,Air Fryer,Clothing,NexPro,5,277.95,0.0,1460.67,Amazon Pay,Delivered,Jacksonville,India,SELL00220
ORD0026181,2020-10-28,CUST003757,Aditya Singh,P00023,Cookware Set,Sports & Outdoors,CoreTech,2,195.9,0.0,441.03,Credit Card,Delivered,San Jose,United States,SELL01606
ORD0029239,2020-01-09,CUST048053,Sahil Sharma,P00013,Action Camera,Toys & Games,FitLife,3,42.95,0.05,152.74,Net Banking,Delivered,Denver,United States,SELL00561
ORD0076964,2023-07-03,CUST029818,Ritika Sharma,P00015,Instant Pot,Clothing,Zenith,4,200.97,0.1,782.34,Amazon Pay,Delivered,Columbus,United States,SELL00149
ORD0048222,2020-08-07,CUST022163,Vivaan Kumar,P00047,Memory Card 128GB,Electronics,HomeEase,5,494.72,0.2,2086.27,Credit Card,Delivered,Indianapolis,United States,SELL00977
ORD0003786,2020-09-03,CUST022464,Aman Kapoor,P00003,Smartphone Case,Books,NexPro,5,486.69,0.0,2639.88,Debit Card,Delivered,Chicago,India,SELL01314
ORD0046068,2024-10-07,CUST025461,Sneha Sharma,P00023,Cookware Set,Electronics,Zenith,2,268.41,0.0,565.63,Credit Card,Delivered,New York,United States,SELL01220
ORD0044527,2021-06-23,CUST034503,Arjun Reddy,P00001,Wireless Earbuds,Books,Zenith,2,515.66,0.1,985.73,Credit Card,Delivered,Phoenix,United States,SELL01047
ORD0063699,2023-06-09,CUST023992,Sahil Joshi,P00004,USB-C Charger,Books,HomeEase,4,274.68,0.0,1188.99,Debit Card,Shipped,Jacksonville,India,SELL01323
ORD0038036,2023-09-24,CUST004431,Rohit Joshi,P00026,Sunglasses,Books,CoreTech,3,64.12,0.2,176.31,Cash on Delivery,Shipped,Charlotte,United States,SELL01986
ORD0025454,2023-07-16,CUST018504,Vivaan Kapoor,P00050,Novel Bestseller,Sports & Outdoors,KiddoFun,4,542.18,0.1,2064.38,UPI,Delivered,Los Angeles,United States,SELL01464
ORD0070381,2024-03-30,CUST028337,Arjun Verma,P00045,Phone Tripod,Home & Kitchen,UrbanStyle,4,210.65,0.15,780.5,UPI,Delivered,Columbus,United States,SELL00930
ORD0030663,2023-01-03,CUST017288,Aarav Kapoor,P00025,Running Shoes,Sports & Outdoors,HomeEase,4,342.34,0.0,1444.33,Debit Card,Delivered,Phoenix,United States,SELL01423
ORD0013696,2021-04-30,CUST034239,Neha Patel,P00005,Laptop Sleeve,Home & Kitchen,KiddoFun,5,118.2,0.05,636.93,UPI,Delivered,Houston,India,SELL01915
ORD0009455,2020-03-20,CUST038282,Ritika Patel,P00041,Webcam Full HD,Sports & Outdoors,BrightLux,3,275.42,0.05,827.62,Credit Card,Delivered,Indianapolis,United States,SELL00044
ORD0082513,2023-02-27,CUST029166,Aditya Verma,P00050,Novel Bestseller,Electronics,NexPro,2,9.98,0.05,22.92,Amazon Pay,Delivered,Seattle,United States,SELL00230
ORD0055341,2023-07-21,CUST038778,Kabir Gupta,P00042,Projector Mini,Books,Apex,5,331.02,0.0,1751.02,Credit Card,Delivered,Columbus,United States,SELL00985
ORD0076723,2022-01-23,CUST019931,Sahil Kapoor,P00022,Water Bottle,Home & Kitchen,UrbanStyle,4,379.77,0.0,1712.7,Debit Card,Delivered,Houston,United States,SELL00101
ORD0026331,2020-03-09,CUST033913,Sneha Joshi,P00043,HDMI Cable 2m,Clothing,Zenith,5,530.1,0.2,2237.57,Credit Card,Delivered,Charlotte,Australia,SELL01711
ORD0036971,2022-04-04,CUST021458,Vihaan Gupta,P00010,Smartwatch,Toys & Games,ReadMore,3,13.3,0.05,46.72,UPI,Delivered,Fort Worth,United States,SELL00129
ORD0074903,2022-06-20,CUST011065,Vikas Kapoor,P00016,Air Fryer,Sports & Outdoors,Apex,5,123.98,0.05,671.25,Cash on Delivery,Delivered,Jacksonville,India,SELL01872
ORD0010206,2024-06-08,CUST015319,Aarav Mehta,P00008,4K Monitor,Toys & Games,UrbanStyle,4,401.45,0.15,1481.42,Credit Card,Delivered,Chicago,United States,SELL00528
ORD0060100,2022-04-29,CUST046471,Simran Singh,P00006,Gaming Mouse,Clothing,ReadMore,1,59.91,0.05,70.44,UPI,Shipped,Charlotte,United States,SELL00278
ORD0060895,2022-10-15,CUST016009,Aman Gupta,P00001,Wireless Earbuds,Sports & Outdoors,KiddoFun,2,76.11,0.15,153.3,Debit Card,Delivered,Austin,United States,SELL01752
ORD0020062,2022-07-16,CUST049450,Pooja Verma,P00048,Wireless Charger,Clothing,CoreTech,4,66.44,0.0,280.8,Debit Card,Shipped,Chicago,United States,SELL00429
ORD0066340,2021-04-15,CUST046674,Pooja Joshi,P00041,Webcam Full HD,Clothing,FitLife,4,126.42,0.0,540.04,UPI,Delivered,San Jose,India,SELL01436
ORD0030829,2021-03-22,CUST045642,Sneha Kapoor,P00008,4K Monitor,Home & Kitchen,BrightLux,1,182.78,0.25,160.07,Credit Card,Delivered,Denver,United States,SELL00286
ORD0095716,2024-03-30,CUST044113,Vivaan Gupta,P00004,USB-C Charger,Home & Kitchen,BrightLux,3,61.18,0.0,208.8,Amazon Pay,Delivered,Chicago,India,SELL00613
ORD0051562,2022-10-28,CUST024222,Sahil Singh,P00044,Power Bank 20000mAh,Clothing,UrbanStyle,1,185.22,0.05,199.55,Credit Card,Shipped,Jacksonville,United States,SELL01692
ORD0061067,2020-08-29,CUST004862,Arjun Kumar,P00027,Winter Jacket,Home & Kitchen,BrightLux,5,445.97,0.0,2509.36,Debit Card,Delivered,Los Angeles,United States,SELL00044
ORD0082756,2020-03-02,CUST015759,Sahil Mehta,P00036,Smart Light Bulb,Clothing,UrbanStyle,4,32.46,0.0,142.07,UPI,Delivered,San Francisco,India,SELL00646
ORD0017038,2023-12-28,CUST010044,Vikas Singh,P00023,Cookware Set,Sports & Outdoors,ReadMore,3,109.77,0.15,316.25,Debit Card,Delivered,Washington,India,SELL01356
ORD0011762,2021-07-08,CUST010579,Vihaan Kapoor,P00004,USB-C Charger,Electronics,FitLife,3,450.14,0.05,1357.02,UPI,Shipped,Houston,United States,SELL00847
ORD0005958,2020-10-26,CUST026085,Karan Kumar,P00040,Microphone,Sports & Outdoors,Apex,3,589.66,0.05,1684.83,Net Banking,Delivered,San Francisco,United States,SELL01309
ORD0019490,2021-02-19,CUST049047,Neha Mehta,P00035,Desk Plant,Books,CoreTech,3,448.86,0.0,1520.06,Credit Card,Delivered,San Antonio,United States,SELL01097
ORD0022380,2024-10-07,CUST008511,Kabir Joshi,P00045,Phone Tripod,Electronics,Apex,1,547.65,0.1,547.3,Credit Card,Delivered,Denver,United States,SELL01316
ORD0045913,2021-04-02,CUST040149,Aman Gupta,P00035,Desk Plant,Electronics,UrbanStyle,4,310.43,0.0,1477.81,Credit Card,Delivered,Washington,Canada,SELL01723
ORD0058281,2020-12-07,CUST042145,Vivaan Mehta,P00002,Bluetooth Speaker,Electronics,NexPro,1,139.95,0.1,134.42,Net Banking,Delivered,San Diego,India,SELL00044
ORD0041693,2021-07-04,CUST026661,Aarav Reddy,P00027,Winter Jacket,Books,KiddoFun,3,571.06,0.0,1803.46,Debit Card,Delivered,Fort Worth,United States,SELL00826
ORD0060865,2020-06-29,CUST028336,Rohit Joshi,P00035,Desk Plant,Toys & Games,ReadMore,3,586.33,0.25,1319.33,Credit Card,Delivered,Los Angeles,United States,SELL01243
ORD0027852,2020-07-29,CUST034945,Pooja Verma,P00005,Laptop Sleeve,Toys & Games,FitLife,3,265.37,0.1,809.51,Net Banking,Shipped,Houston,Canada,SELL01165
ORD0019973,2020-11-05,CUST041577,Aarav Gupta,P00012,Noise Cancelling Headphones,Books,NexPro,5,172.02,0.0,868.31,Debit Card,Delivered,Denver,United States,SELL01103
ORD0008814,2023-02-18,CUST015522,Vihaan Joshi,P00031,Kids Toy Car,Toys & Games,CoreTech,2,538.05,0.3,814.8,Amazon Pay,Delivered,Columbus,United States,SELL00688
ORD0001737,2024-04-20,CUST008330,Arjun Kapoor,P00048,Wireless Charger,Electronics,KiddoFun,1,346.18,0.1,328.25,Credit Card,Delivered,Indianapolis,United States,SELL01101
ORD0055054,2024-01-02,CUST007405,Priya Gupta,P00039,Graphic Tablet,Books,Zenith,3,273.23,0.1,782.81,Credit Card,Delivered,Charlotte,United States,SELL01552
ORD0053129,2022-06-09,CUST010510,Priya Patel,P00046,Car Charger,Toys & Games,CoreTech,2,60.98,0.0,129.35,Amazon Pay,Delivered,San Francisco,United States,SELL01187
ORD0029947,2024-08-06,CUST023728,Vihaan Joshi,P00049,Children's Book,Toys & Games,UrbanStyle,1,377.31,0.05,383.38,Net Banking,Delivered,Phoenix,India,SELL00125
ORD0024507,2022-10-05,CUST033938,Vihaan Reddy,P00022,Water Bottle,Toys & Games,NexPro,3,443.46,0.2,1076.93,Credit Card,Delivered,Philadelphia,Australia,SELL00100
ORD0098606,2022-08-10,CUST008369,Sahil Reddy,P00038,External HDD 2TB,Sports & Outdoors,FitLife,4,238.22,0.15,877.12,UPI,Delivered,Charlotte,United States,SELL00749
ORD0030511,2020-08-19,CUST011100,Anjali Sharma,P00005,Laptop Sleeve,Toys & Games,CoreTech,2,403.6,0.0,852.56,Credit Card,Shipped,Phoenix,United States,SELL01068
